iata_code,local_code,name,latitude_deg,longitude_deg,elevation_ft,type,local_region,country_name
,,Bowford Farm Airstrip,50.952993,-0.396152,,small_airport,ENG,United Kingdom
,,Upitėnai Airstrip,55.60306,21.62339,,small_airport,KL,Lithuania
,,Soltvadkert Sports Aerodrome,46.57223,19.42941,,small_airport,BK,Hungary
,,Aviosuperfice Tronto,42.89005,13.87096,,small_airport,57,Italy
,,Bogatynia Airstrip,50.93039,14.97937,,small_airport,DS,Poland
,,Cizay-la-Madeleine UL,47.17962,-0.15915,,small_airport,PDL,France
,,Nord-Herøy Island Airstrip,65.98784,12.30965,,small_airport,18,Norway
,,Lądowisko Niegowoniczki,50.37337,19.42072,,small_airport,SL,Poland
,,Smolnik Altiport,49.281514,22.119274,,small_airport,PK,Poland
,,CdV Baia e Latina,41.29702,14.27219,,small_airport,72,Italy
,,Luka nad Jihlavou Airstrip,49.38244,15.71368,,small_airport,VY,Czech Republic
,,Stepanovo Airstrip,53.32445,31.58792,,small_airport,MA,Belarus
,,Konopiska Airstrip,50.73958,19.00814,,small_airport,SL,Poland
,,Becsehely Airstrip,46.43592,16.77868,,small_airport,ZA,Hungary
,,CdV Serra de' Conti,43.55993,13.01976,,small_airport,57,Italy
,,Aukštelkai Airfield,55.863079,23.62833,,small_airport,SA,Lithuania
,,Kaczowice Airfield,50.690789,17.110305,,small_airport,DS,Poland
,,Zabet Airstrip,43.74425,26.66147,,small_airport,17,Bulgaria
,,Hrabice airstrip,49.06812,13.7603,,small_airport,JC,Czech Republic
,,Zirc-Tündérmajor Repülőtér,47.259864,17.838192,,small_airport,VE,Hungary
,,Bethesda,51.832357,-4.763131,,small_airport,WLS,United Kingdom
,,Piste privée de La Cornélie,46.84447,-1.77088,,small_airport,PDL,France
,,Paberžės Aerodromas,54.98973,25.27568,,small_airport,UT,Lithuania
,,Pociūnai Airstrip,55.59152,23.96661,,small_airport,SA,Lithuania
,,Żodyń Airstrip,52.116033,15.977104,,small_airport,WP,Poland
,,Nowy Tomyśl Airstrip,52.308,16.145643,187.0,small_airport,WP,Poland
,,Bennetsfield Private Airstrip,57.55888,-4.19959,,small_airport,SCT,United Kingdom
,,Tansterne Grange Airstrip,53.818186,-0.141921,,small_airport,ENG,United Kingdom
,,Přešťovice Airstrip,49.28433,13.96873,,small_airport,JC,Czech Republic
,,Nedelišće Airstrip,46.36444,16.3865,,small_airport,20,Croatia
,,Sławno Airfield,54.39293,16.68227,,small_airport,ZP,Poland
,,Aerodrom Ciocănești,44.581076,25.853051,,small_airport,DB,Romania
,,Lądowisko Trzebicz Nowy,52.799797,15.797546,,small_airport,LB,Poland
,,Wilkowice Airstrip,51.89456,16.5312,,small_airport,WP,Poland
,,Airstrip Jestřabí v Krkonoších,50.68215,15.48237,,small_airport,KR,Czech Republic
,,Parkano Airfield,62.01534,23.05801,,small_airport,11,Finland
,,Ilvesjoki UL,62.324167,22.694167,,small_airport,03,Finland
,,Aerodromul Girov,46.961818,26.485076,,small_airport,NT,Romania
,,Manětín Airstrip,49.9825,13.22589,,small_airport,PL,Czech Republic
,,Agios Pavlos Airfield,40.36756,23.05164,,small_airport,B,Greece
,,Glebe Farm Airstrip,51.078818,-3.285738,,small_airport,ENG,United Kingdom
,,Pirttivuopio ice runway,67.867556,19.220967,,small_airport,BD,Sweden
,,Kostelec Airstrip,49.67076,13.03224,,small_airport,PL,Czech Republic
,,Bistrampolis Airfield,55.59597,24.36418,,small_airport,PN,Lithuania
,,Obsianka Airstrip,54.2313,30.77433,,small_airport,MA,Belarus
,,Prekopa Airstrip,46.25017,14.99706,,small_airport,189,Slovenia
,,Moravské Budějovice,49.04304,15.82813,,small_airport,VY,Czech Republic
,,Sitagroi Airstrip,41.12784,24.01459,,small_airport,A,Greece
,,Vranov nad Topľou Airstrip,48.86856,21.6768,,small_airport,PV,Slovakia
,,Margariti Airstrip UL,39.37243,20.4139,,small_airport,D,Greece
,,Lądowisko Tuszów Narodowy,50.373291,21.485116,,small_airport,PK,Poland
,,Soini Airfield,62.861405,24.165115,,small_airport,03,Finland
,,Selskostopansko Airstrip,43.40321,25.8523,,small_airport,18,Bulgaria
,,Geszteréd Airstrip,47.76961,21.80731,,small_airport,HB,Hungary
,,Spire-View Airstrip,51.020503,-1.860466,,small_airport,ENG,United Kingdom
,,Skeppsdal Airstrip,59.49633,18.42299,,small_airport,AB,Sweden
,,Sticksjö Private Airstrip,59.31151,15.47868,,small_airport,T,Sweden
,,Emmelev Flyveplads,56.47528,10.78563,,small_airport,82,Denmark
,,Fårbæk Private Airstrip,56.367199,9.067647,,small_airport,82,Denmark
,,Ošupe Airstrip,56.80478,26.77088,,small_airport,059,Latvia
,,Hutton Grange Farm Airstrip,54.4061,-1.44796,,small_airport,ENG,United Kingdom
,,Rovná Airstrip,50.10129,12.67911,,small_airport,KA,Czech Republic
,,Goldstone Farm Airstrip,51.266869,-0.377655,,small_airport,ENG,United Kingdom
,,Base ULM Vol d'oiseau,45.690818,-1.005464,,small_airport,NAQ,France
,,Monte de Freixial Airstrip,38.79809,-7.16397,,small_airport,12,Portugal
,,Conaglen House Airstrip,56.77091,-5.2371,,small_airport,SCT,United Kingdom
,,Beas Airstrip,37.41816,-6.76054,,small_airport,AN,Spain
,,Ginge-Farm Airstrip,51.569481,-1.344409,,small_airport,ENG,United Kingdom
,,Kępno Airstrip,51.32205,17.97273,,small_airport,WP,Poland
,,Majory Airstrip,51.4316,18.05835,,small_airport,WP,Poland
,,Aérodrome de Cossé le Vivien,47.97263,-0.91864,,small_airport,PDL,France
,,Lower Park Farm Airstrip,54.24363,-0.6288,,small_airport,ENG,United Kingdom
,,Marldon Airstrip,50.46088,-3.60782,,small_airport,ENG,United Kingdom
,,Skitnerød flyplass,58.98093,9.84491,3.0,small_airport,38,Norway
,,Taivalkoski,65.34774,28.34182,,small_airport,14,Finland
,,Cowbit Airstrip,52.757061,-0.140913,,small_airport,ENG,United Kingdom
,,Ruen Airstrip,42.80135,27.29442,,small_airport,02,Bulgaria
,,Kaleko Airstrip,55.09864,10.2688,,small_airport,83,Denmark
,,Czersk Świecki,53.5779,18.48456,,small_airport,KP,Poland
,,Letiště Orlová,49.85503,18.43521,,small_airport,MO,Czech Republic
,,Flugplatz Starnberg-Landstetten,47.98103,11.24277,,small_airport,BY,Germany
,,Clees Hall Airstrip,51.977221,0.739625,,small_airport,ENG,United Kingdom
,,Dolany Airstrip,50.39862,15.98741,,small_airport,KR,Czech Republic
,,Clotton airstrip UL,53.16963,-2.69955,,small_airport,ENG,United Kingdom
,,Base ULM de Joigny,47.16895,2.75894,,small_airport,CVL,France
,,Krośniewice Airstrip,52.25552,19.15125,,small_airport,LD,Poland
,,"Letjelište ""Marina""",46.32439,16.60041,,small_airport,20,Croatia
,,Hellby Säteri Private Airstrip,59.71731,16.62933,,small_airport,U,Sweden
,,Hedemora Flygfält,60.239545,15.98397,,small_airport,W,Sweden
,,Osieczna Airfield,51.915884,16.708585,,small_airport,WP,Poland
,,Karminek Airfield,51.82801,17.6863,,small_airport,WP,Poland
,,Przyborów,51.799433,15.805635,,small_airport,LB,Poland
,,Święta Katarzyna Airstrip,51.01555,17.10618,,small_airport,DS,Poland
,,Vavrečka Airfield,49.3911,19.46712,,small_airport,ZI,Slovakia
,,Biss Brook Farm Airstrip,51.236731,-2.202587,,small_airport,ENG,United Kingdom
,,Langley House Airstrip,51.48283,-2.10134,,small_airport,ENG,United Kingdom
,,Radim Airstrip,49.90654,16.00662,,small_airport,PA,Czech Republic
,,Szadek Airstrip,51.699799,18.99579,,small_airport,LD,Poland
,,Domaželice Airstrip,49.444719,17.541561,,small_airport,OL,Czech Republic
,,Trebnje Airfield,45.9122,15.00256,,small_airport,130,Slovenia
,,Salt lake Airstrip,-30.191125,144.43202,,small_airport,NSW,Australia
,,Keelameara,-30.674327,144.300495,,small_airport,NSW,Australia
,,Myall Airstrip,-30.708378,144.038143,,small_airport,NSW,Australia
,,Conlea,-30.073625,144.569907,,small_airport,NSW,Australia
,,Unknown airstrip,-30.135552,144.900709,,small_airport,NSW,Australia
,,Fenton Airfield,-13.620818,131.33853,,small_airport,NT,Australia
,,Bywell Airstrip,54.95719,-1.92062,,small_airport,ENG,United Kingdom
,,North-Fen-Farm Airstrip,53.42797,0.109692,,small_airport,ENG,United Kingdom
,,West-Burton Airstrip,53.362942,-0.828925,,small_airport,ENG,United Kingdom
,,Belaya,55.83613,44.43664,,small_airport,NIZ,Russia
,,Eccles Newton Farm Airstrip,55.65838,-2.354529,,small_airport,ENG,United Kingdom
,,Lower-Durston Airstrip,51.051996,-3.00549,,small_airport,ENG,United Kingdom
,,Dievogala Airstrip,54.85452,23.74284,,small_airport,KU,Lithuania
,,Mříčná Airstrip,50.59624,15.48122,,small_airport,KR,Czech Republic
,,Bleckåsen Airstirp,63.387264,13.760569,,small_airport,Z,Sweden
,,Bramming Airstrip,55.53471,8.79486,,small_airport,83,Denmark
,,Väster Private Airstrip,55.52905,12.92175,,small_airport,M,Sweden
,,Feuchtwangen Private Airstrip,49.194227,10.37957,,small_airport,BY,Germany
,,Radochen Airstrip,46.76296,15.90426,,small_airport,6,Austria
,,Chaillé-les-Marais Private Airstrip,46.40527,-1.03049,,small_airport,PDL,France
,OMRJ,Jazirah Airport,25.664957,55.774413,,small_airport,RK,United Arab Emirates
,,Baimaclia Airstrip,46.18065,28.38241,,small_airport,CT,Moldova
,,Pipers Airfield,-33.377547,149.519634,,small_airport,NSW,Australia
,,bungebah airfield,-31.979077,149.794765,,small_airport,NSW,Australia
,,Heimatshofen Private Airstrip UL,47.95773,11.82082,,small_airport,BY,Germany
,,Iwno Airstrip,52.3912,17.28413,,small_airport,WP,Poland
,,Radnja Airstrip,41.26633,22.18748,,small_airport,001,North Macedonia
,,Ėriškiai Airstrip,55.57675,24.26939,,small_airport,PN,Lithuania
,,Vabel Airstrip,43.66382,24.91322,,small_airport,15,Bulgaria
,,Maroldsweisach Airstrip,50.19933,10.75923,,small_airport,BY,Germany
,,Vester Åby Private Airstrip,55.092503,10.368004,,small_airport,83,Denmark
,,Jilemnice,50.6104,15.538,,small_airport,KR,Czech Republic
,,Balbieriškis airstrip,54.53103,23.84071,,small_airport,KU,Lithuania
,,Von Better Airport,6.257711,-57.650478,8.0,small_airport,MA,Guyana
,,Little Farm Airstrip,53.314117,-0.446697,,small_airport,ENG,United Kingdom
,,Vyskeř Airstrip,50.53714,15.15714,,small_airport,LI,Czech Republic
,,Low Moor Farm Airstrip,54.182606,-0.731792,,small_airport,ENG,United Kingdom
,,Settrington Airstrip,54.127995,-0.736513,,small_airport,ENG,United Kingdom
,,Hundelev Private Airstrip,57.422473,9.862525,,small_airport,81,Denmark
,,Kněževes Airstrip,49.4619,15.98493,,small_airport,VY,Czech Republic
,,Bojszowy Airstrip,50.04975,19.09411,785.0,small_airport,SL,Poland
,,Boronów,50.68065,18.9154,,small_airport,SL,Poland
,,Sitikkala Airstrip,60.934393,26.235523,,small_airport,09,Finland
,OR03,Redtail Ranch Airstrip,45.064722,-117.661578,3400.0,small_airport,OR,United States
,,Greenhill-Down Airstrip,51.54933,-1.454659,,small_airport,ENG,United Kingdom
,,Santa Maria de Fatima Airport,-11.940815,-68.994212,857.0,small_airport,MDD,Peru
,,Stow Maries Great War Aerodrome,51.66948,0.632684,,small_airport,ENG,United Kingdom
,,Loma Alta Airport,-29.049088,-57.081729,295.0,small_airport,W,Argentina
,,Slavovitsa Airstrip,43.58114,24.447395,,small_airport,15,Bulgaria
,,Rio Araguaia Northeast airport,-12.140605,-50.677037,675.0,small_airport,MT,Brazil
,,Fromissard ULM,44.003856,1.229357,,small_airport,OCC,France
,,Lukesfield Airstrip,51.178559,0.526992,,small_airport,ENG,United Kingdom
,,Lower Botrea,50.112244,-5.629731,500.0,small_airport,ENG,United Kingdom
,,Raydon Wings,52.018658,1.007259,170.0,small_airport,ENG,United Kingdom
,,Carr Valley,53.688505,-2.796592,,small_airport,ENG,United Kingdom
,,Brown Shutters Farm Airstrip,51.311381,-2.308502,400.0,small_airport,ENG,United Kingdom
,,Blooms Farm Airstrip,51.994166,0.556438,243.0,small_airport,ENG,United Kingdom
,,Slagelse Private Airstrip,55.3599187,11.3096013,,small_airport,85,Denmark
,,El Moral Airstrip,38.485842,-6.263409,1496.0,small_airport,EX,Spain
,,Privassion Airstrip,17.039,-88.9547,1500.0,small_airport,CY,Belize
,,Nieborów-Bobrowniki,52.0657447,20.0322627,,small_airport,LD,Poland
,,Brzeziny,51.808039,19.738517,,small_airport,LD,Poland
,,Knezha Airstrip,43.5460038,24.0946856,,small_airport,15,Bulgaria
,,Brenitsa Airstrip,43.4415329,24.1403714,,small_airport,15,Bulgaria
,,Kutno,52.2085919,19.3907223,,small_airport,LD,Poland
,,Gradishte Airstrip,43.333985,26.854255,,small_airport,27,Bulgaria
,,Skierniewice-Psary,51.8860414,20.3249962,,small_airport,LD,Poland
,,Walendów,52.0805171,20.8530837,,small_airport,MZ,Poland
,,Garcia Brum Airstrip,-32.396295,-56.588257,448.0,small_airport,PA,Uruguay
,,Suklina Airstrip,55.2516188,27.9213048,,small_airport,VI,Belarus
,,La Sistina Airstrip,-36.974031,-62.436969,,small_airport,B,Argentina
,,Wood Farm Airstrip,52.1216274,-0.6948611,,small_airport,ENG,United Kingdom
,,Tempest Airstrip,50.179428,-5.449931,,small_airport,ENG,United Kingdom
,,Pilmuir Farm Airstrip,56.2240212,-2.9776945,,small_airport,SCT,United Kingdom
,,North Moreton Airstrip,51.603506,-1.184651,,small_airport,ENG,United Kingdom
,,Metropolitan Police Air Support Unit,51.6538182,0.0171705,,small_airport,ENG,United Kingdom
,,Karamanite Airstrip,43.4945283,27.4480307,,small_airport,03,Bulgaria
,,Lozen Airstrip,43.3017942,25.8624229,,small_airport,04,Bulgaria
,,Więckowy Airstrip,54.061846,18.363112,,small_airport,PM,Poland
,,Dragoman Airstrip,42.9335588,22.978856,,small_airport,23,Bulgaria
,,Åviken Fly Camp,63.2127778,18.7491667,,small_airport,Y,Sweden
,,Hwange Main Camp Airfield,-18.724765,26.956472,3485.0,small_airport,MN,Zimbabwe
,,Kipling's Rukari Airstrip,-16.855422,28.427034,1660.0,small_airport,MW,Zimbabwe
,,UL-Flugplatz Hohenstein,51.5336866,10.578724,,small_airport,TH,Germany
,,Santiago-Pontones Airstrip,38.0909891,-2.6484287,,small_airport,AN,Spain
,,Earwig Farm Airstrip,52.1850211,-0.5159565,,small_airport,ENG,United Kingdom
,,Aytos Airstrip,42.6774939,27.2549498,,small_airport,02,Bulgaria
,,Winkwood Farm Airstrip,51.1449,-0.6650901,,small_airport,ENG,United Kingdom
,,Lozarevo Airstrip,42.757368,26.900321,,small_airport,02,Bulgaria
,,Yoxford Airstrip,52.277934,1.50909,,small_airport,ENG,United Kingdom
,,Norton Malreward Airstrip,51.38254,-2.56879,,small_airport,ENG,United Kingdom
,,Kirkliai Airstrip,55.9251137,22.5959212,,small_airport,TE,Lithuania
,,Freyenstein UL,53.2752777,12.3661111,310.0,small_airport,BR,Germany
,LF4864,Base ULM des Bories,44.5113533,3.2709963,,small_airport,OCC,France
,LF2556,Base ULM de Fontaine les Clerval,47.4208887,6.4593714,,small_airport,BFC,France
,,Base ULM du Petit Fay,48.247629,3.194275,607.0,closed,BFC,France
,LF2023,Base ULM d'Aghione Casone,42.1018478,9.4156253,,small_airport,COR,France
,,Base ULM du Forez,45.638413,4.061288,,small_airport,ARA,France
,,Nova Airport,-31.845857,123.192246,962.0,small_airport,WA,Australia
,,Mirkovac Airstrip,45.7310129,18.7884716,,small_airport,14,Croatia
,,Chojnice,53.6805,17.5328,536.0,small_airport,PM,Poland
,,Stary Kamień Airstrip,53.7243123,19.2051347,,small_airport,PM,Poland
,,Gėluvos Airstrip,55.254035,23.5148404,,small_airport,KU,Lithuania
,,Bagber Farm Airstrip,50.796899,-2.265683,,small_airport,ENG,United Kingdom
,,Rytel-Uboga Airstrip,53.739132,17.830447,,small_airport,PM,Poland
,,Cadwell Park Farm Airstrip,53.316481,-0.072552,,small_airport,ENG,United Kingdom
,,Valkininkai Airstrip,54.3756647,24.8454637,,small_airport,AL,Lithuania
,,Wortham Airstrip,52.345236,1.064814,,small_airport,ENG,United Kingdom
,,Gerbstedt Airstrip,51.6368318,11.6149507,,small_airport,ST,Germany
,,La Caminera,38.668668,-3.303146,,small_airport,CM,Spain
,,Atlas Center Vuelos de Drones,38.1392261,-3.1738682,,small_airport,AN,Spain
,,Beuda Besalu Private Airstrip,42.2114675,2.7092805,,small_airport,CT,Spain
,,Nevoľné Airstrip,48.6680872,18.9349476,,small_airport,BC,Slovakia
,,Prádanos de Ojeda Airstrip,42.6921604,-4.3486359,,small_airport,CL,Spain
,,Steventon Private Airstrip,51.621133,-1.333915,,small_airport,ENG,United Kingdom
,,Staindrop Private Airstrip,54.57053,-1.792738,,small_airport,ENG,United Kingdom
,,Fresno de Losa Airstrip,42.9534667,-3.1531167,,small_airport,CL,Spain
,,Brzozogaj Airstrip,52.6037987,17.477312,,small_airport,WP,Poland
,,Vodňany Airstrip,49.12821,14.17325,,small_airport,JC,Czech Republic
,,Valdenuño-Fernandez Airstrip,40.766317,-3.35485,2887.0,small_airport,CM,Spain
,,Cabezas Rubias Airstrip,37.748234,-7.096699,,small_airport,AN,Spain
,,Whittles Farm Airstrip,51.5004847,-1.0357571,,small_airport,ENG,United Kingdom
,,Woodditton Airstrip,52.1988831,0.4424435,,small_airport,ENG,United Kingdom
,,Westfield Farm Airstrip,50.846933,0.2802561,,small_airport,ENG,United Kingdom
,,Wormingford Glider Field,51.941419,0.789459,,small_airport,ENG,United Kingdom
,,Woodwalton Private Airstrip,52.4211117,-0.2485964,,small_airport,ENG,United Kingdom
,,New Orchard Farm Airstrip,51.3147996,0.7651069,,small_airport,ENG,United Kingdom
,,Ridgewell Glider Field,52.0492464,0.5582719,,small_airport,ENG,United Kingdom
,,Hornlanda,57.866397,15.84486,345.0,small_airport,E,Sweden
,,Warren Farm Airstrip,51.290216,-2.719748,,small_airport,ENG,United Kingdom
,,Wentworth Private Airstrip,53.474569,-1.419034,,small_airport,ENG,United Kingdom
,,Topcroft Farm Airstrip,52.465464,1.330176,,small_airport,ENG,United Kingdom
,,Waits Farm Airstrip,52.034118,0.640343,,small_airport,ENG,United Kingdom
,,Cockerham,53.965074,-2.831491,,small_airport,ENG,United Kingdom
,,Bořetice Airstrip,48.9170378,16.8413172,,small_airport,JM,Czech Republic
,,Ringmer Glider Field,50.907978,0.105314,,small_airport,ENG,United Kingdom
,,Aérodrome de Monhoudou,48.2758993,0.3257194,,small_airport,PDL,France
,,Šarišské Michaľany Airstrip,49.0757,21.1515,,small_airport,PV,Slovakia
,,Jaryszewo Airstrip,52.69077,16.615541,200.0,small_airport,WP,Poland
,,Casa Bianca,45.466596,10.347943,,small_airport,25,Italy
,,Aviosuperficie Rotocenter,43.7152961,10.7439971,,small_airport,52,Italy
,,Truleigh Manor Farm Airstrip,50.898506,-0.254678,,small_airport,ENG,United Kingdom
,,Tongham Airstrip,51.227645,-0.728329,,small_airport,ENG,United Kingdom
,,Dobrosułów Airfield,52.1989335,15.1266946,,small_airport,LB,Poland
,LKMLAD,Letiště Mladá,50.243594,14.8558562,,small_airport,ST,Czech Republic
,,Shelburne (Schaefer Field),44.008903,-80.262597,1620.0,small_airport,ON,Canada
,,Grange Farm private Airstrip,53.3227085,-0.2576933,,small_airport,ENG,United Kingdom
,,Luxter Farm Airstrip,51.59597,-0.8928645,,small_airport,ENG,United Kingdom
,,Glensanda Airstrip,56.5610514,-5.5474649,,small_airport,SCT,United Kingdom
,,Elandspad Airfield,-34.433548,20.722225,293.0,small_airport,WC,South Africa
,,Loisaba Airstrop,0.61196,36.800095,5744.0,small_airport,700,Kenya
,,Borovan Airstrip,43.426891,23.77037,,small_airport,06,Bulgaria
,,Rivaltella,44.642004,10.591759,,small_airport,45,Italy
,,Rivar Hill Glider Field,51.3414659,-1.541894,,small_airport,ENG,United Kingdom
,,Club Fenix ULM,39.657599,-0.811627,,small_airport,VC,Spain
,,Tervel Airstrip,43.717853,27.439528,,small_airport,08,Bulgaria
,,Kirriemuir Farm Strip,56.650081,-3.027775,,small_airport,SCT,United Kingdom
,,Los Yébenes Airstrip,39.5094986,-4.0259661,,small_airport,CM,Spain
,,Nadarzyce Air Base,53.454885,16.48946,,small_airport,WP,Poland
,ERP,El Paraiso Airport,23.047647,-97.822402,141.0,small_airport,TAM,Mexico
,,Weda Bay Airport,0.468328,127.945101,7.0,small_airport,MU,Indonesia
,,Skydive Austral Airstrip,-20.123915,57.682244,,small_airport,RP,Mauritius
OLG,,Olare Orok Airfield,-1.324213,35.246106,5779.0,small_airport,700,Kenya
,,Lila Airstrip,45.553,18.110166,,small_airport,14,Croatia
,,Zweefvliegveld Noordkop,52.89512,5.004628,3.0,small_airport,NH,Netherlands
,,Revninge Flyveplads,55.418985,10.670596,,small_airport,83,Denmark
,,Marbach-Rielingshausen,48.96775,9.32206,,small_airport,BY,Germany
,,Nairns Mains Airstrip,55.937592,-2.849793,-1.0,small_airport,SCT,United Kingdom
,,Siersthal Airstrip,49.05275,7.36527,,small_airport,GES,France
,,Moxon's Farm Private Airstrip,52.526274,-1.402892,,small_airport,ENG,United Kingdom
,,Sears-Crossing Airstrip,51.89257,-0.672483,,small_airport,ENG,United Kingdom
,,Tinnel Farm Airstrip,50.45598,-4.21859,1.0,small_airport,ENG,United Kingdom
,,La Mangas Airstrip,6.290535,-67.175323,153.0,small_airport,F,Venezuela
,,La Venturosa West Airstrip,6.159436,-69.032764,250.0,small_airport,VID,Colombia
,,Pittodrie-House,57.309118,-2.488232,,small_airport,SCT,United Kingdom
,,Brook Farm Airstrip,50.97849,-0.79718,,small_airport,ENG,United Kingdom
,LKBUDK,Budkovice Airfield,49.079657,16.355124,,small_airport,VY,Czech Republic
,,Goczałkowice,49.9524,18.9419,870.0,small_airport,SL,Poland
,,Lunsden Farm Ultralight Airstrip,50.37829,-3.94406,,small_airport,ENG,United Kingdom
,,Denford Manor Airstrip,51.423163,-1.50135,,small_airport,ENG,United Kingdom
,LF2752,Aérodrome privé de Cesseville Ferme des Moulins,49.17793,0.9953,485.0,small_airport,NOR,France
,LF2753,Base ULM de Val de Reuil,49.28184,1.23177,33.0,small_airport,NOR,France
,LF2751,Base ULM Les Noyers,49.25944,1.65973,328.0,small_airport,NOR,France
,LF2822,Champrond le Petit Bois Landry base ULM,48.39361,1.05753,853.0,small_airport,CVL,France
,LF8626,Base ULM de Saint Secondin,46.34685,0.51751,443.0,small_airport,NAQ,France
,LF4451,Base ULM de Frossay,47.23817,-1.87807,10.0,small_airport,PDL,France
,LF4554,Base ULM de Beaulieu-sur-Loire,47.55844,2.8242,443.0,small_airport,CVL,France
,,Francen Airstrip,63.066581,-144.885176,3140.0,small_airport,AK,United States
,LF2921,Base ULM de Plouarzel,48.42257,-4.69713,400.0,small_airport,BRE,France
,LF2923,Base ULM de Ploballanec,47.81841,-4.24896,49.0,small_airport,BRE,France
,LF4552,Base ULM de St Benoit sur Loire,47.79157,2.33751,367.0,small_airport,CVL,France
,LF5852,Base ULM La Collancelle,47.19121,3.644,985.0,small_airport,BFC,France
,LF4128,Aerodrome de Fougères-sur-Bièvre,47.45769,1.36382,335.0,small_airport,CVL,France
,LF6026,Base ULM de Flavacourt,49.35105,1.81304,456.0,small_airport,HDF,France
,,Ponton-Heath-Farm Airstrip,52.859217,-0.657898,,small_airport,ENG,United Kingdom
,,Orchard House Airstrip,52.498341,0.278199,,small_airport,ENG,United Kingdom
,,Aeropark Zyn Kraal,-25.902761,28.5473,4900.0,small_airport,GT,South Africa
,,Zilkaats Airstrip,-25.658442,27.882507,3980.0,small_airport,NW,South Africa
,,Belladona Airfield,-26.964755,24.063159,4428.0,small_airport,NW,South Africa
,,Mlynica Airfield,49.104809,20.318398,,small_airport,KI,Slovakia
,,Brown Farm Airstrip,52.13445,0.878702,,small_airport,ENG,United Kingdom
,,Uruyen Airstrip,5.681915,-62.409442,,small_airport,F,Venezuela
,,Fazenda Juá Airstrip,-4.284744,-39.940705,863.0,small_airport,CE,Brazil
,,Hickstead Airstrip,50.95668,-0.195185,,small_airport,ENG,United Kingdom
,,"Altisurface du Glacier du Passon ""du haut""",45.98044,6.979303,9750.0,small_airport,ARA,France
,,Peter Hall Farm Airstrip,52.422032,-1.394438,-2.0,small_airport,ENG,United Kingdom
,,Hall Farm Airstrip,52.05445,-0.96432,,small_airport,ENG,United Kingdom
,,Aérodrome de l'Emonière,47.05997,-1.35325,,small_airport,PDL,France
,,Klebonai Airstrip,55.50751,24.41479,,small_airport,PN,Lithuania
,,Lądowisko Brzeska Wola,51.60774,21.00479,,small_airport,MZ,Poland
,,Mufumbwe Airstrip,-13.088211,25.003993,3763.0,small_airport,03,Zambia
,,Collpa Airport,-17.565000534057617,-63.17470169067383,1170.0,small_airport,S,Bolivia
,,Santa Rosa Del Sara Airport,-17.104719,-63.608372,850.0,small_airport,S,Bolivia
,,Stolberg-Diepenlinchen Airfield,50.7704,6.2818,875.0,small_airport,NW,Germany
,,Aamby Valley Airport,18.609617,73.377583,2262.0,small_airport,MM,India
,,Michelbach Airfield,50.2317,8.077,1020.0,small_airport,HE,Germany
,,True Gliderfield,56.178925,10.076621,,small_airport,82,Denmark
,,Vesthimmerlands Flyveplads,56.846901,9.45861,119.0,small_airport,81,Denmark
,,Ab Pakhsh Airport,29.375799,51.067501,,small_airport,18,Iran
,,Aba Airport,3.860187,30.255747,3051.0,small_airport,OR,Democratic Republic of the Congo
,,Abadeh Airport,31.033006,52.785988,5320.0,small_airport,07,Iran
,MG0040,Abaeté Airport,-19.1556,-45.494801,2178.0,small_airport,MG,Brazil
,,Aban Airport,56.6847,96.1203,844.0,small_airport,KYA,Russia
,,Monte Alto Airport,10.083333015441896,-85.26667022705078,66.0,small_airport,G,Costa Rica
,,Abapó Airport,-18.63447,-62.936735,2752.0,closed,S,Bolivia
,BA0039,Jeová Gomes Corrêa Airport,-8.73699,-39.115398,955.0,small_airport,BA,Brazil
,,Collpani Airport,-18.89166641235352,-66.78333282470703,12185.0,small_airport,O,Bolivia
,,Abay Bazar Airport,41.362202,68.987602,1179.0,closed,YUZ,Kazakhstan
,,Detraz Flying Service Airport,29.91137,-92.17985,6.0,small_airport,LA,United States
,,Flying J Ranch Airport,29.81428,-92.35223,3.0,small_airport,LA,United States
,,Coastal Ridge Airpark,30.0289,-92.014503,20.0,closed,LA,United States
,35LA,Ms Pats Airport,29.97450065612793,-92.17610168457033,10.0,small_airport,LA,United States
,0J0,Abbeville Municipal Airport,31.600093,-85.238353,468.0,small_airport,AL,United States
,LA60,Live Oak Landing Strip,29.824421,-92.115511,6.0,small_airport,LA,United States
,LS68,Ken Guidry #1 Airport,29.9347,-92.213501,10.0,small_airport,LA,United States
,SC92,Rambos Field,34.103454,-82.282104,550.0,small_airport,SC,United States
,,Abbeyfeale Airfield,52.396374,-9.338401,300.0,small_airport,KY,Ireland
,,Abbeyleix Airfield,52.892223,-7.262778,614.0,small_airport,LS,Ireland
,MIABB,Aviosuperficie dei Navigli,45.414722,8.895,374.0,small_airport,25,Italy
,,Abbieglassie Airstrip,-27.248368,147.577989,869.0,small_airport,NT,Australia
,,Pine Lane Landing Strip,45.173824,-69.424761,,small_airport,ME,United States
,,Rectory Farm Airstrip,52.201024,-0.194012,,small_airport,ENG,United Kingdom
,TX03,Stapleton Field,31.875086,-97.068128,716.0,small_airport,TX,United States
,,Abbottabad Airport,34.15,73.21666,4072.0,closed,KP,Pakistan
,,Abdanan Airport,32.93450164794922,47.4833984375,2600.0,small_airport,16,Iran
